Date,Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Memo,
2026/5/3,9,表,0,0,2,-,○,-,丸山椋介,右,藤田海輝,右,ストレート,,14,外角,ボール,,,,,0,0,,
2026/5/3,9,表,1,0,2,-,○,-,丸山椋介,右,藤田海輝,右,ストレート,,5,,インプレー,,アウト,フライ,三塁手,1,0,,
2026/5/3,9,裏,0,0,0,-,-,-,的場洸稀,右,石井海瑛,左,カットボール,,14,,ボール,,,,,0,0,,
2026/5/3,9,裏,1,0,0,-,-,-,的場洸稀,右,石井海瑛,左,ストレート,136,11,,ボール,,,,,0,0,,
2026/5/3,9,裏,2,0,0,-,-,-,的場洸稀,右,石井海瑛,左,ストレート,,7,,インプレー,,単打,ゴロ,遊撃手,0,0,,
2026/5/3,9,裏,0,0,0,○,-,-,的場洸稀,右,塚越 唯人,左,カットボール,124,1,,見逃し,,,,,0,0,,
2026/5/3,9,裏,0,1,0,○,-,-,的場洸稀,右,塚越 唯人,左,スライダー,118,4,,ファウル,,,,,0,0,,
2026/5/3,9,裏,0,2,0,○,-,-,的場洸稀,右,塚越 唯人,左,スライダー,123,7,,ファウル,,,,,0,0,,
2026/5/3,9,裏,0,2,0,○,-,-,的場洸稀,右,塚越 唯人,左,フォーク,128,7,,インプレー,,アウト,ゴロ,二塁手,1,0,,
2026/5/3,9,裏,0,0,1,○,-,-,的場洸稀,右,中田 諄,右,,,,,空振り,,,,,0,0,,
2026/5/3,9,裏,0,1,1,○,-,-,的場洸稀,右,中田 諄,右,フォーク,134,13,,ボール,,,,,0,0,,
2026/5/3,9,裏,1,1,1,○,-,-,的場洸稀,右,中田 諄,右,ストレート,136,11,,ボール,,,,,0,0,,
2026/5/3,9,裏,2,1,1,○,-,-,的場洸稀,右,中田 諄,右,ストレート,131,14,,ボール,,,,,0,0,,
2026/5/3,9,裏,3,1,1,○,-,-,的場洸稀,右,中田 諄,右,カットボール,124,11,,ボール,四球,,,,0,0,,
2026/5/3,9,裏,0,0,1,○,○,-,的場洸稀,右,玉置丈一郎,右,スライダー,123,5,外角,見逃し,,,,,0,0,,
2026/5/3,9,裏,0,1,1,○,○,-,的場洸稀,右,玉置丈一郎,右,スライダー,122,8,,インプレー,,単打,ゴロ,三塁手,0,0,,
2026/5/3,9,裏,0,0,1,○,○,○,的場洸稀,右,茂路晴実,左,カットボール,121,4,,空振り,,,,,0,0,,
2026/5/3,9,裏,0,1,1,○,○,○,的場洸稀,右,茂路晴実,左,ストレート,132,5,,ファウル,,,,,0,0,,
2026/5/3,9,裏,0,2,1,○,○,○,的場洸稀,右,茂路晴実,左,フォーク,,13,,ボール,,,,,0,0,,
2026/5/3,9,裏,1,2,1,○,○,○,的場洸稀,右,茂路晴実,左,ストレート,133,1,内角,ファウル,,,,,0,0,,
2026/5/3,9,裏,1,2,1,○,○,○,的場洸稀,右,茂路晴実,左,ストレート,,7,,見逃し,見逃し三振,,,,1,0,,
2026/5/3,9,裏,0,0,2,○,○,○,的場洸稀,右,鈴野愁馬,右,スライダー,121,6,,見逃し,,,,,0,0,,
2026/5/3,9,裏,0,1,2,○,○,○,的場洸稀,右,鈴野愁馬,右,フォーク,128,14,,ボール,,,,,0,0,,
2026/5/3,9,裏,1,1,2,○,○,○,的場洸稀,右,鈴野愁馬,右,ストレート,138,7,,空振り,,,,,0,0,,
2026/5/3,9,裏,1,2,2,○,○,○,的場洸稀,右,鈴野愁馬,右,カットボール,125,12,,空振り,空振り三振,,,,1,0,,
2026/5/3,10,表,0,0,0,-,-,-,丸山椋介,右,沢出絃徳,右,ストレート,,13,内角,ボール,,,,,0,0,,
2026/5/3,10,表,1,0,0,-,-,-,丸山椋介,右,沢出絃徳,左,ストレート,,11,,ボール,,,,,0,0,,
2026/5/3,10,表,2,0,0,-,-,-,丸山椋介,右,沢出絃徳,左,スライダー,,7,,見逃し,,,,,0,0,,
2026/5/3,10,表,2,1,0,-,-,-,丸山椋介,右,沢出絃徳,左,ストレート,,7,,見逃し,,,,,0,0,,
2026/5/3,10,表,2,2,0,-,-,-,丸山椋介,右,沢出絃徳,左,フォーク,,13,,ファウル,,,,,0,0,,
