Date,Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Memo,
2026/4/11,5,表,1,0,0,○,-,-,藤川泰斗,左,津澤泰成,左,ストレート,,8,,ファウル,,,,,0,0,,
2026/4/11,5,表,1,1,0,○,-,-,藤川泰斗,左,津澤泰成,左,ストレート,,12,,ボール,,,,,0,0,,
2026/4/11,5,表,2,1,0,○,-,-,藤川泰斗,左,津澤泰成,左,ストレート,,6,,見逃し,,,,,0,0,,
2026/4/11,5,表,2,2,0,○,-,-,藤川泰斗,左,津澤泰成,左,ストレート,,2,,空振り,空振り三振,,,,1,0,,
2026/4/11,5,表,0,0,1,○,-,-,藤川泰斗,左,苅安 陸,右,ストレート,,12,,ボール,,,,,0,0,,
2026/4/11,5,表,1,0,1,○,-,-,藤川泰斗,左,苅安 陸,右,ストレート,,12,,ファウル,,,,,0,0,,
2026/4/11,5,表,1,1,1,○,-,-,藤川泰斗,左,苅安 陸,右,スライダー,,5,,インプレー,,併殺,ゴロ,遊撃手,2,0,,
2026/4/11,5,裏,0,0,0,-,-,-,野﨑勇一郎,右,久保誓真,右,ストレート,,12,,ボール,,,,,0,0,,
2026/4/11,5,裏,1,0,0,-,-,-,野﨑勇一郎,右,久保誓真,右,ツーシーム,,3,,見逃し,,,,,0,0,,
2026/4/11,5,裏,1,1,0,-,-,-,野﨑勇一郎,右,久保誓真,右,ストレート,,3,,見逃し,,,,,0,0,,
2026/4/11,5,裏,1,2,0,-,-,-,野﨑勇一郎,右,久保誓真,右,カーブ,,11,,空振り,空振り三振,,,,1,0,,
2026/4/11,5,裏,0,0,1,-,-,-,野﨑勇一郎,右,土田悠翔,左,カーブ,,7,,見逃し,,,,,0,0,,
2026/4/11,5,裏,0,1,1,-,-,-,野﨑勇一郎,右,土田悠翔,左,ストレート,,1,,見逃し,,,,,0,0,,
2026/4/11,5,裏,0,2,1,-,-,-,野﨑勇一郎,右,土田悠翔,左,ストレート,,12,外角,インプレー,,アウト,フライ,右翼手,1,0,,
2026/4/11,5,裏,0,0,2,-,-,-,野﨑勇一郎,右,池邉由伸,左,ストレート,,14,,ボール,,,,,0,0,,
2026/4/11,5,裏,1,0,2,-,-,-,野﨑勇一郎,右,池邉由伸,左,スライダー,,4,,インプレー,,アウト,フライ,左翼手,1,0,,
2026/4/11,6,表,0,0,0,-,-,-,藤川泰斗,左,東元龍成,右,カーブ,,6,,見逃し,,,,,0,0,,
2026/4/11,6,表,0,1,0,-,-,-,藤川泰斗,左,東元龍成,右,スライダー,,13,,ボール,,,,,0,0,,
2026/4/11,6,表,1,1,0,-,-,-,藤川泰斗,左,東元龍成,右,ストレート,,4,,インプレー,,アウト,ゴロ,三塁手,1,0,,
2026/4/11,6,表,0,0,1,-,-,-,藤川泰斗,左,西川晃成,右,ストレート,,13,,ボール,,,,,0,0,,
2026/4/11,6,表,1,0,1,-,-,-,藤川泰斗,左,西川晃成,右,チェンジアップ,,12,,ボール,,,,,0,0,,
2026/4/11,6,表,2,0,1,-,-,-,藤川泰斗,左,西川晃成,右,チェンジアップ,,12,,ボール,,,,,0,0,,
2026/4/11,6,表,3,0,1,-,-,-,藤川泰斗,左,西川晃成,右,ストレート,,12,,ボール,四球,,,,0,0,,
2026/4/11,6,表,0,0,1,○,-,-,藤川泰斗,左,前谷内琉斗,左,ストレート,,2,,インプレー,,犠打,ゴロ,三塁手,1,0,,
2026/4/11,6,表,0,0,2,-,○,-,藤川泰斗,左,竹内勇輝,左,スライダー,,7,,見逃し,,,,,0,0,,
2026/4/11,6,表,0,1,2,-,○,-,藤川泰斗,左,竹内勇輝,左,フォーク,,8,,インプレー,,アウト,ゴロ,投手,1,0,,
2026/4/11,6,裏,0,0,0,-,-,-,野﨑勇一郎,右,細川叶人,右,ストレート,,14,,ボール,,,,,0,0,,
2026/4/11,6,裏,1,0,0,-,-,-,野﨑勇一郎,右,細川叶人,右,スライダー,,5,,インプレー,,アウト,フライ,右翼手,1,0,,
2026/4/11,6,裏,0,0,1,-,-,-,野﨑勇一郎,右,橋本尋,左,チェンジアップ,,13,,インプレー,,アウト,ゴロ,投手,1,0,,
2026/4/11,6,裏,0,0,2,-,-,-,野﨑勇一郎,右,山田久敬,左,ストレート,,2,,ファウル,,,,,0,0,,
2026/4/11,6,裏,0,1,2,-,-,-,野﨑勇一郎,右,山田久敬,左,チェンジアップ,,9,,ファウル,,,,,0,0,,
2026/4/11,6,裏,0,2,2,-,-,-,野﨑勇一郎,右,山田久敬,左,ストレート,,2,,ファウル,,,,,0,0,,
2026/4/11,6,裏,0,2,2,-,-,-,野﨑勇一郎,右,山田久敬,左,チェンジアップ,,14,,インプレー,,アウト,ゴロ,二塁手,1,0,,
2026/4/11,7,表,0,0,0,-,-,-,藤川泰斗,左,泉 航平,左,ストレート,,1,,見逃し,,,,,0,0,,
2026/4/11,7,表,0,1,0,-,-,-,藤川泰斗,左,泉 航平,左,ストレート,,1,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,2,0,-,-,-,藤川泰斗,左,泉 航平,左,チェンジアップ,,2,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,2,0,-,-,-,藤川泰斗,左,泉 航平,左,フォーク,,13,,ボール,,,,,0,0,,
2026/4/11,7,表,1,2,0,-,-,-,藤川泰斗,左,泉 航平,左,ストレート,,3,,インプレー,,アウト,ゴロ,一塁手,1,0,,
2026/4/11,7,表,0,0,1,-,-,-,藤川泰斗,左,架谷 岳,右,チェンジアップ,,7,,インプレー,,単打,ライナー,左翼手,0,0,,
2026/4/11,7,表,0,0,1,○,-,-,藤川泰斗,左,黒江優翔,左,チェンジアップ,,7,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,1,1,○,-,-,藤川泰斗,左,黒江優翔,左,ストレート,,5,,見逃し,,,,,0,0,,
2026/4/11,7,表,0,2,1,○,-,-,藤川泰斗,左,黒江優翔,左,ストレート,,1,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,2,1,○,-,-,藤川泰斗,左,黒江優翔,左,スライダー,,13,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,2,1,○,-,-,藤川泰斗,左,黒江優翔,左,ストレート,,2,,見逃し,見逃し三振,,,,1,0,,
2026/4/11,7,表,0,0,2,○,-,-,藤川泰斗,左,津澤泰成,左,ストレート,,3,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,1,2,○,-,-,藤川泰斗,左,津澤泰成,左,フォーク,,4,,空振り,,,,,0,0,,
2026/4/11,7,表,0,2,2,○,-,-,藤川泰斗,左,津澤泰成,左,スライダー,,4,,ファウル,,,,,0,0,,
2026/4/11,7,表,0,2,2,○,-,-,藤川泰斗,左,津澤泰成,左,ストレート,,12,,ボール,,,,,0,0,,
2026/4/11,7,表,1,2,2,○,-,-,藤川泰斗,左,津澤泰成,左,フォーク,,13,,インプレー,,アウト,フライ,三塁手,1,0,,
2026/4/11,7,裏,0,0,0,-,-,-,野﨑勇一郎,右,辻本匡登,右,ストレート,,9,,ファウル,,,,,0,0,,
2026/4/11,7,裏,0,1,0,-,-,-,野﨑勇一郎,右,辻本匡登,右,ストレート,,14,,ボール,,,,,0,0,,
